Order ID,Order Date,Ship Mode,Customer ID,Customer Name,Segment,Country,Market,Category,Sales,Quantity,Profit,Shipping Cost,Order Priority,Elapsed Time,Day,Date,Month,Year
KZ-2014-7970,2014-08-12,Second Class,RM-19750,Roland Murray,Consumer,Kazakhstan,EMEA,"Office Supplies, Technology",136.11,9,-275.25,19.41,High,2,Tuesday,12,August,2014
ES-2014-39361942,2014-08-12,Standard Class,EG-13900,Emily Grady,Consumer,France,EU,"Office Supplies, Technology",169.61,7,-2.02,14.1,Medium,4,Tuesday,12,August,2014
NI-2014-7410,2014-08-12,Standard Class,SF-20200,Sarah Foster,Consumer,Nigeria,Africa,"Office Supplies, Technology",118.3,4,-225.32,13.53,Medium,5,Tuesday,12,August,2014
EG-2014-330,2014-08-12,Standard Class,CL-12700,Craig Leslie,Home Office,Egypt,Africa,"Office Supplies, Technology",224.7,3,10.47,14.51,Medium,6,Tuesday,12,August,2014
ES-2014-53341832,2014-08-12,First Class,SD-20485,Shirley Daniels,Home Office,United Kingdom,EU,Office Supplies,90.63,3,6.3,7.68,Medium,1,Tuesday,12,August,2014
ES-2014-2200615,2014-08-12,Standard Class,JS-15595,Jill Stevenson,Corporate,Germany,EU,"Furniture, Office Supplies",705.0,18,171.51,20.69,Medium,4,Tuesday,12,August,2014
IN-2014-73041,2014-08-12,Standard Class,IG-15085,Ivan Gibson,Consumer,Japan,APAC,Office Supplies,69.84,2,27.9,4.05,Medium,4,Tuesday,12,August,2014
ES-2014-5185744,2014-08-12,First Class,MY-18295,Muhammed Yedwab,Corporate,Germany,EU,Office Supplies,31.8,3,9.51,4.92,Medium,3,Tuesday,12,August,2014
IT-2014-4474803,2014-08-12,Standard Class,MF-18250,Monica Federle,Corporate,Switzerland,EU,Office Supplies,50.28,4,15.48,2.86,Medium,4,Tuesday,12,August,2014
HU-2014-8110,2014-08-12,Standard Class,SC-20260,Scott Cohen,Corporate,Hungary,EMEA,Office Supplies,73.08,4,18.21,4.53,Medium,6,Tuesday,12,August,2014
MX-2014-168900,2014-08-12,Standard Class,HM-14860,Harry Marie,Corporate,Mexico,LATAM,Office Supplies,15.2,2,1.96,2.34,High,4,Tuesday,12,August,2014
ID-2014-59489,2014-08-12,Standard Class,MC-17845,Michael Chen,Consumer,India,APAC,Furniture,39.49,1,-28.46,2.07,Medium,6,Tuesday,12,August,2014
TU-2014-53602,2014-08-12,Second Class,AR-10345,Alex Russell,Corporate,Turkey,EMEA,Office Supplies,10.57,1,-13.49,1.11,High,4,Tuesday,12,August,2014
CA-2014-100433,2014-08-12,Standard Class,SJ-10125,Sanjit Jacobs,Home Office,United States,US,Office Supplies,25.92,4,12.44,1.01,Medium,5,Tuesday,12,August,2014
CA-2014-149559,2014-09-12,Same Day,KF-16285,Karen Ferguson,Home Office,United States,US,"Furniture, Office Supplies",2089.41,12,273.87,487.0,Critical,1,Friday,12,September,2014
MX-2014-113845,2014-09-12,First Class,CS-12460,Chuck Sachs,Consumer,Nicaragua,LATAM,"Furniture, Office Supplies, Technology",3712.66,18,233.66,1029.09,Critical,2,Friday,12,September,2014
ES-2014-5625908,2014-09-12,Same Day,KM-16375,Katherine Murray,Home Office,Germany,EU,"Furniture, Office Supplies, Technology",1417.39,16,390.49,287.17,Critical,0,Friday,12,September,2014
US-2014-142188,2014-09-12,Same Day,JF-15415,Jennifer Ferguson,Consumer,United States,US,"Furniture, Office Supplies, Technology",1820.21,26,494.42,225.95,High,0,Friday,12,September,2014
IN-2014-41814,2014-09-12,First Class,SD-20485,Shirley Daniels,Home Office,China,APAC,"Office Supplies, Technology",1447.68,11,568.59,359.8,Critical,2,Friday,12,September,2014
ES-2014-3407020,2014-09-12,Second Class,JH-15820,John Huston,Consumer,Germany,EU,"Furniture, Office Supplies",1198.59,6,410.73,134.25,High,5,Friday,12,September,2014
CA-2014-144484,2014-09-12,Same Day,CB-12025,Cassandra Brandow,Consumer,United States,US,"Furniture, Office Supplies",438.96,9,125.5,109.14,High,0,Friday,12,September,2014
IN-2014-30593,2014-09-12,Standard Class,JF-15490,Jeremy Farry,Consumer,Australia,APAC,"Office Supplies, Technology",1652.02,15,480.55,120.26,High,4,Friday,12,September,2014
US-2014-120194,2014-09-12,Standard Class,TZ-21445,Tom Zandusky,Corporate,Brazil,LATAM,Furniture,928.26,2,-81.22,75.01,Medium,7,Friday,12,September,2014
IN-2014-39371,2014-09-12,Standard Class,NH-18610,Nicole Hansen,Corporate,India,APAC,"Furniture, Office Supplies",1482.18,16,493.77,132.31,Medium,4,Friday,12,September,2014
US-2014-1223221,2014-09-12,Standard Class,TZ-21445,Tom Zandusky,Corporate,Brazil,LATAM,Furniture,464.13,2,-545.35,49.22,Medium,7,Friday,12,September,2014
US-2014-103317,2014-09-12,Second Class,GH-14425,Gary Hwang,Consumer,Honduras,LATAM,Office Supplies,299.22,15,-138.88,46.65,Critical,2,Friday,12,September,2014
IT-2014-4007032,2014-09-12,First Class,JJ-15760,Joel Jenkins,Home Office,Sweden,EU,"Furniture, Office Supplies",321.03,9,-318.81,41.23,Medium,3,Friday,12,September,2014
MX-2014-112704,2014-09-12,First Class,JK-16120,Julie Kriz,Home Office,Dominican Republic,LATAM,Technology,204.83,2,40.55,40.05,High,3,Friday,12,September,2014
ID-2014-46714,2014-09-12,Standard Class,DD-13570,Dorothy Dickinson,Consumer,Philippines,APAC,"Furniture, Office Supplies",498.59,16,138.71,43.11,Medium,6,Friday,12,September,2014
IT-2014-47782572,2014-09-12,Second Class,HM-14860,Harry Marie,Corporate,United Kingdom,EU,"Furniture, Office Supplies",219.87,9,65.55,54.21,Critical,3,Friday,12,September,2014
ES-2014-4603315,2014-09-12,Standard Class,NG-18355,Nat Gilpin,Corporate,France,EU,"Furniture, Office Supplies",316.32,4,71.64,43.65,High,4,Friday,12,September,2014
CA-2014-166898,2014-09-12,Second Class,KH-16630,Ken Heidel,Corporate,United States,US,"Office Supplies, Technology",163.39,9,27.32,32.48,High,2,Friday,12,September,2014
IN-2014-55471,2014-09-12,Standard Class,GM-14695,Greg Maxwell,Corporate,India,APAC,"Office Supplies, Technology",399.75,14,105.06,37.15,Medium,4,Friday,12,September,2014
ES-2014-25094082,2014-09-12,First Class,VG-21790,Vivek Gonzalez,Consumer,France,EU,Office Supplies,126.9,5,41.85,26.86,High,1,Friday,12,September,2014
ES-2014-1472763,2014-09-12,Second Class,DK-13225,Dean Katz,Corporate,Spain,EU,"Office Supplies, Technology",375.24,9,121.59,31.96,Medium,4,Friday,12,September,2014
US-2014-160836,2014-09-12,Standard Class,CC-12475,Cindy Chapman,Consumer,United States,US,"Furniture, Office Supplies",524.02,10,-66.84,25.94,Medium,5,Friday,12,September,2014
ES-2014-5582426,2014-09-12,Standard Class,MM-17260,Magdelene Morse,Consumer,Belgium,EU,Technology,166.08,4,53.04,24.48,High,5,Friday,12,September,2014
SF-2014-1580,2014-09-12,First Class,DK-13225,Dean Katz,Corporate,South Africa,Africa,Furniture,228.24,8,47.76,18.4,High,1,Friday,12,September,2014
CA-2014-124898,2014-09-12,Standard Class,DB-12910,Daniel Byrd,Home Office,United States,US,Office Supplies,184.66,7,84.94,17.96,High,4,Friday,12,September,2014
IN-2014-36417,2014-09-12,First Class,AB-10150,Aimee Bixby,Consumer,Australia,APAC,Technology,90.07,2,11.95,11.51,High,3,Friday,12,September,2014
MX-2014-130715,2014-09-12,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,Brazil,LATAM,"Furniture, Technology",296.8,10,74.26,18.08,Medium,6,Friday,12,September,2014
IR-2014-7720,2014-09-12,Standard Class,NB-18655,Nona Balk,Corporate,Iran,EMEA,"Furniture, Office Supplies",91.35,2,29.22,11.9,High,4,Friday,12,September,2014
MX-2014-129861,2014-09-12,Standard Class,DR-12880,Dan Reichenbach,Corporate,Nicaragua,LATAM,"Furniture, Office Supplies",212.2,3,35.8,12.87,Medium,5,Friday,12,September,2014
US-2014-152898,2014-09-12,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,US,Office Supplies,67.9,5,20.37,8.02,High,4,Friday,12,September,2014
CA-2014-112774,2014-09-12,First Class,RC-19960,Ryan Crowe,Consumer,United States,US,Furniture,34.5,1,6.04,7.71,Medium,1,Friday,12,September,2014
UP-2014-1480,2014-09-12,Standard Class,FC-14335,Fred Chung,Corporate,Ukraine,EMEA,Office Supplies,59.76,4,5.28,5.45,High,5,Friday,12,September,2014
SG-2014-2120,2014-09-12,First Class,FG-14260,Frank Gastineau,Home Office,Senegal,Africa,Office Supplies,39.6,2,0.0,5.16,High,3,Friday,12,September,2014
TU-2014-3960,2014-09-12,First Class,FO-14305,Frank Olsen,Consumer,Turkey,EMEA,Office Supplies,70.62,2,-81.87,7.83,Medium,2,Friday,12,September,2014
US-2014-106257,2014-09-12,Standard Class,AH-10210,Alan Hwang,Consumer,Honduras,LATAM,"Office Supplies, Technology",75.22,14,-3.86,7.31,Medium,4,Friday,12,September,2014
MX-2014-109015,2014-09-12,Second Class,KC-16255,Karen Carlisle,Corporate,Mexico,LATAM,Office Supplies,30.4,5,8.8,3.65,High,3,Friday,12,September,2014
CA-2014-127726,2014-09-12,Second Class,SS-20410,Shahid Shariari,Consumer,United States,US,Office Supplies,209.88,8,57.55,4.21,Medium,2,Friday,12,September,2014
NI-2014-5690,2014-09-12,Standard Class,CV-12295,Christina VanderZanden,Consumer,Nigeria,Africa,"Furniture, Office Supplies",59.01,4,-115.5,6.6,High,4,Friday,12,September,2014
CA-2014-6960,2014-09-12,Standard Class,RD-19585,Rob Dowd,Consumer,Canada,Canada,"Furniture, Office Supplies",704.01,5,177.81,3.25,Medium,5,Friday,12,September,2014
MX-2014-124429,2014-09-12,Same Day,RF-19840,Roy Französisch,Consumer,Mexico,LATAM,Technology,227.82,3,104.76,2.47,Medium,1,Friday,12,September,2014
AG-2014-8930,2014-09-12,Second Class,CC-12220,Chris Cortes,Consumer,Algeria,Africa,Office Supplies,15.84,1,1.26,2.41,Medium,4,Friday,12,September,2014
TU-2014-130,2014-09-12,Standard Class,AG-10495,Andrew Gjertsen,Corporate,Turkey,EMEA,Office Supplies,46.16,3,-35.44,2.1,Medium,5,Friday,12,September,2014
CA-2014-117044,2014-09-12,Second Class,HA-14920,Helen Andreada,Consumer,United States,US,Office Supplies,31.07,10,9.71,2.43,High,2,Friday,12,September,2014
TZ-2014-3960,2014-09-12,Second Class,AF-10870,Art Ferguson,Consumer,Tanzania,Africa,Office Supplies,14.19,1,2.97,1.17,Medium,5,Friday,12,September,2014
MX-2014-117051,2014-10-12,First Class,TB-21250,Tim Brockman,Consumer,Cuba,LATAM,Furniture,1483.0,5,741.5,303.65,High,3,Sunday,12,October,2014
IN-2014-38412,2014-10-12,Standard Class,JM-15265,Janet Molinari,Corporate,Bangladesh,APAC,Technology,1275.0,2,140.22,157.14,High,4,Sunday,12,October,2014
MX-2014-105536,2014-10-12,Standard Class,FM-14290,Frank Merwin,Home Office,Brazil,LATAM,Furniture,560.1,5,5.6,45.88,Medium,4,Sunday,12,October,2014
ID-2014-20422,2014-10-12,Standard Class,JP-15460,Jennifer Patt,Corporate,Australia,APAC,"Furniture, Office Supplies",288.2,8,36.86,18.22,Medium,4,Sunday,12,October,2014
NI-2014-130,2014-10-12,Standard Class,TB-11520,Tracy Blumstein,Consumer,Nigeria,Africa,"Office Supplies, Technology",137.71,19,-145.19,12.19,Medium,4,Sunday,12,October,2014
ID-2014-52895,2014-10-12,Second Class,NC-18535,Nick Crebassa,Corporate,Australia,APAC,Office Supplies,25.2,5,-7.65,5.79,High,2,Sunday,12,October,2014
MO-2014-6300,2014-10-12,Standard Class,LD-16855,Lela Donovan,Corporate,Morocco,Africa,Office Supplies,14.28,1,1.56,1.35,Medium,4,Sunday,12,October,2014
MX-2014-157077,2014-11-12,Standard Class,ML-17410,Maris LaWare,Consumer,Cuba,LATAM,"Furniture, Office Supplies",2093.28,17,969.62,300.74,High,4,Wednesday,12,November,2014
ES-2014-36914792,2014-11-12,Standard Class,BM-11785,Bryan Mills,Consumer,Spain,EU,Technology,2863.35,5,381.75,165.0,Medium,4,Wednesday,12,November,2014
ES-2014-5437739,2014-11-12,Second Class,LF-17185,Luke Foster,Consumer,United Kingdom,EU,Technology,1275.0,2,357.0,160.05,Medium,2,Wednesday,12,November,2014
CA-2014-158561,2014-11-12,Second Class,BB-11545,Brenda Bowman,Corporate,United States,US,Office Supplies,1158.12,5,130.29,152.49,High,5,Wednesday,12,November,2014
ES-2014-3977309,2014-11-12,Standard Class,DL-13315,Delfina Latchford,Consumer,Austria,EMEA,"Furniture, Office Supplies, Technology",7383.81,45,2242.44,401.41,Medium,4,Wednesday,12,November,2014
MX-2014-103660,2014-11-12,Same Day,MM-18280,Muhammed MacIntyre,Corporate,Dominican Republic,LATAM,"Office Supplies, Technology",509.38,10,42.78,131.91,Critical,0,Wednesday,12,November,2014
IN-2014-13051,2014-11-12,Standard Class,LF-17185,Luke Foster,Consumer,India,APAC,"Furniture, Office Supplies, Technology",2395.14,36,636.84,241.61,High,4,Wednesday,12,November,2014
UP-2014-6150,2014-11-12,Second Class,NF-18385,Natalie Fritzler,Consumer,Ukraine,EMEA,Office Supplies,793.68,4,134.88,72.22,Medium,5,Wednesday,12,November,2014
ES-2014-5160531,2014-11-12,Standard Class,PW-19030,Pauline Webber,Corporate,France,EU,"Furniture, Office Supplies",927.91,18,165.91,136.51,Low,6,Wednesday,12,November,2014
ES-2014-5831908,2014-11-12,First Class,BP-11155,Becky Pak,Consumer,France,EU,"Furniture, Office Supplies, Technology",843.36,16,214.38,139.88,High,2,Wednesday,12,November,2014
MX-2014-132619,2014-11-12,Standard Class,LD-17005,Lisa DeCherney,Consumer,Mexico,LATAM,"Office Supplies, Technology",1001.77,17,252.53,94.06,Medium,4,Wednesday,12,November,2014
IR-2014-70202,2014-11-12,First Class,PL-18925,Paul Lucas,Home Office,Iran,EMEA,Office Supplies,498.12,9,125.67,118.88,Critical,3,Wednesday,12,November,2014
MX-2014-155985,2014-11-12,Standard Class,JB-16045,Julia Barnett,Home Office,Nicaragua,LATAM,Technology,475.53,2,218.21,29.77,Medium,6,Wednesday,12,November,2014
CA-2014-157483,2014-11-12,Standard Class,EP-13915,Emily Phan,Consumer,United States,US,Office Supplies,181.86,7,50.92,26.19,Low,7,Wednesday,12,November,2014
MX-2014-115546,2014-11-12,Standard Class,JE-15715,Joe Elijah,Consumer,Venezuela,LATAM,Furniture,368.35,2,18.39,25.56,Medium,5,Wednesday,12,November,2014
ID-2014-75197,2014-11-12,Standard Class,AH-10195,Alan Haines,Corporate,Australia,APAC,Furniture,317.14,2,-35.24,24.46,Medium,5,Wednesday,12,November,2014
CA-2014-115448,2014-11-12,First Class,MH-18025,Michelle Huthwaite,Consumer,United States,US,Furniture,88.92,5,14.45,20.55,High,3,Wednesday,12,November,2014
IN-2014-13737,2014-11-12,First Class,DW-13195,David Wiener,Corporate,India,APAC,Office Supplies,101.76,2,0.0,17.86,Critical,1,Wednesday,12,November,2014
ES-2014-4937476,2014-11-12,Second Class,SW-10755,Steven Ward,Corporate,France,EU,"Office Supplies, Technology",646.14,23,138.24,32.99,Medium,2,Wednesday,12,November,2014
IN-2014-48310,2014-11-12,Standard Class,JK-16090,Juliana Krohn,Consumer,China,APAC,"Furniture, Office Supplies",707.37,12,185.55,37.14,Medium,4,Wednesday,12,November,2014
IT-2014-5319822,2014-11-12,Standard Class,LC-16930,Linda Cazamias,Corporate,Portugal,EU,"Office Supplies, Technology",199.66,8,-71.9,18.16,Medium,4,Wednesday,12,November,2014
IN-2014-49465,2014-11-12,Standard Class,JJ-15760,Joel Jenkins,Home Office,Australia,APAC,Office Supplies,153.66,3,63.12,13.67,High,4,Wednesday,12,November,2014
MX-2014-151771,2014-11-12,Standard Class,RR-19525,Rick Reed,Corporate,Cuba,LATAM,"Furniture, Office Supplies",246.68,12,49.18,25.97,High,4,Wednesday,12,November,2014
US-2014-116491,2014-11-12,First Class,PG-18820,Patrick Gardner,Consumer,United States,US,Technology,35.18,2,12.31,12.23,Critical,2,Wednesday,12,November,2014
PL-2014-5450,2014-11-12,First Class,BD-11320,Bill Donatelli,Consumer,Poland,EMEA,Technology,71.67,1,29.37,11.9,Medium,2,Wednesday,12,November,2014
IN-2014-41121,2014-11-12,First Class,PL-18925,Paul Lucas,Home Office,China,APAC,Furniture,148.17,2,-5.97,11.42,Medium,3,Wednesday,12,November,2014
ES-2014-5813987,2014-11-12,Second Class,MS-17770,Maxwell Schwartz,Consumer,United Kingdom,EU,Office Supplies,38.85,5,0.0,9.57,Critical,2,Wednesday,12,November,2014
MX-2014-120705,2014-11-12,Standard Class,MC-17605,Matt Connell,Corporate,Mexico,LATAM,Office Supplies,99.72,3,39.84,9.24,Medium,5,Wednesday,12,November,2014
KE-2014-8910,2014-11-12,Standard Class,SW-20275,Scott Williamson,Consumer,Kenya,Africa,"Furniture, Office Supplies",165.18,6,35.07,14.07,High,5,Wednesday,12,November,2014
IT-2014-3438902,2014-11-12,Standard Class,GR-14560,Georgia Rosenberg,Corporate,Sweden,EU,Office Supplies,201.68,8,-122.38,10.32,Medium,7,Wednesday,12,November,2014
IS-2014-8480,2014-11-12,Standard Class,BB-11545,Brenda Bowman,Corporate,Israel,EMEA,Technology,74.64,1,5.97,6.78,Medium,5,Wednesday,12,November,2014
IN-2014-50837,2014-11-12,Standard Class,TS-11085,Thais Sissman,Consumer,Indonesia,APAC,Furniture,84.58,2,4.6,5.91,Medium,7,Wednesday,12,November,2014
MX-2014-161487,2014-11-12,Standard Class,TB-21175,Thomas Boland,Corporate,Mexico,LATAM,Technology,155.7,5,62.2,5.8,Medium,4,Wednesday,12,November,2014
SO-2014-1740,2014-11-12,Standard Class,JM-15580,Jill Matthias,Consumer,Somalia,Africa,Office Supplies,59.52,2,6.54,5.53,Medium,6,Wednesday,12,November,2014
ES-2014-53188782,2014-11-12,Standard Class,FO-14305,Frank Olsen,Consumer,France,EU,Office Supplies,88.44,4,15.84,5.25,Medium,5,Wednesday,12,November,2014
CA-2014-167976,2014-11-12,Second Class,JL-15505,Jeremy Lonsdale,Consumer,United States,US,Office Supplies,25.5,3,6.63,4.91,Critical,3,Wednesday,12,November,2014
CA-2014-150959,2014-11-12,First Class,TD-20995,Tamara Dahlen,Consumer,United States,US,Office Supplies,28.78,9,-28.7,6.25,Critical,2,Wednesday,12,November,2014
US-2014-114664,2014-11-12,Standard Class,BD-11620,Brian DeCherney,Consumer,Mexico,LATAM,Furniture,70.99,1,-15.99,3.1,Medium,4,Wednesday,12,November,2014
CA-2014-110842,2014-11-12,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,US,Office Supplies,151.93,9,51.68,5.36,Medium,5,Wednesday,12,November,2014
MX-2014-155222,2014-11-12,Second Class,RE-19405,Ricardo Emerson,Consumer,Ecuador,LATAM,Office Supplies,26.28,2,2.08,2.78,Medium,5,Wednesday,12,November,2014
CA-2014-120327,2014-11-12,Standard Class,WB-11850,William Brown,Consumer,United States,US,Office Supplies,45.92,4,21.58,2.69,Medium,5,Wednesday,12,November,2014
CA-2014-143217,2014-11-12,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,US,Office Supplies,18.24,3,8.57,2.4,Low,6,Wednesday,12,November,2014
ID-2014-63584,2014-11-12,Standard Class,TB-21595,Troy Blackwell,Consumer,Australia,APAC,Office Supplies,15.61,1,-1.73,2.19,High,5,Wednesday,12,November,2014
CA-2014-154137,2014-11-12,Standard Class,MT-17815,Meg Tillman,Consumer,United States,US,Office Supplies,35.48,1,0.0,2.11,Medium,6,Wednesday,12,November,2014
CA-2014-148985,2014-11-12,Second Class,TB-21190,Thomas Brumley,Home Office,United States,US,Furniture,34.92,4,11.87,1.78,Medium,4,Wednesday,12,November,2014
SF-2014-2670,2014-11-12,Standard Class,SA-20830,Sue Ann Reed,Consumer,South Africa,Africa,Furniture,22.32,1,0.87,1.02,Medium,5,Wednesday,12,November,2014
SF-2014-6400,2014-11-12,Standard Class,CM-12160,Charles McCrossin,Consumer,South Africa,Africa,Office Supplies,20.82,2,8.52,0.63,Medium,4,Wednesday,12,November,2014
CA-2014-143455,2014-11-12,Standard Class,ML-17755,Max Ludwig,Home Office,United States,US,Office Supplies,10.37,2,3.63,0.55,Medium,7,Wednesday,12,November,2014
IN-2014-41527,2014-11-12,Standard Class,TB-21625,Trudy Brown,Consumer,Australia,APAC,Office Supplies,6.62,1,1.9,0.39,Medium,7,Wednesday,12,November,2014
IN-2014-46686,2014-11-12,Standard Class,EJ-13720,Ed Jacobs,Consumer,South Korea,APAC,Office Supplies,6.9,1,-0.84,0.05,Medium,4,Wednesday,12,November,2014
IN-2014-24909,2014-12-12,Standard Class,MG-17650,Matthew Grinstein,Home Office,China,APAC,"Furniture, Technology",1165.2,16,113.04,120.98,Medium,5,Friday,12,December,2014
CA-2014-162565,2014-12-12,Same Day,RR-19315,Ralph Ritter,Consumer,United States,US,"Furniture, Office Supplies",608.55,5,-77.3,98.71,High,0,Friday,12,December,2014
ES-2014-20242231,2014-12-12,Standard Class,RF-19840,Roy Französisch,Consumer,France,EU,"Furniture, Office Supplies, Technology",1819.14,25,83.49,118.99,Medium,5,Friday,12,December,2014
CA-2014-153871,2014-12-12,Standard Class,RB-19435,Richard Bierner,Consumer,United States,US,Office Supplies,798.93,14,355.88,55.83,Medium,6,Friday,12,December,2014
IN-2014-23929,2014-12-12,First Class,DK-13090,Dave Kipp,Consumer,China,APAC,"Furniture, Office Supplies",504.9,12,129.84,101.0,High,2,Friday,12,December,2014
IR-2014-5210,2014-12-12,Standard Class,JO-15280,Jas O'Carroll,Consumer,Iran,EMEA,"Office Supplies, Technology",1123.2,17,496.2,68.15,Medium,4,Friday,12,December,2014
MX-2014-140438,2014-12-12,First Class,BF-11170,Ben Ferrer,Home Office,Cuba,LATAM,"Furniture, Office Supplies",513.26,14,103.68,67.63,Medium,2,Friday,12,December,2014
IR-2014-3940,2014-12-12,First Class,IM-15055,Ionia McGrath,Consumer,Iran,EMEA,Technology,149.4,4,2.88,40.44,High,2,Friday,12,December,2014
CA-2014-168389,2014-12-12,Standard Class,DV-13045,Darrin Van Huff,Corporate,United States,US,"Furniture, Office Supplies, Technology",873.81,12,-447.34,45.55,Medium,6,Friday,12,December,2014
IN-2014-27807,2014-12-12,Second Class,JG-15310,Jason Gross,Corporate,Australia,APAC,"Furniture, Office Supplies",502.61,28,61.31,60.67,High,3,Friday,12,December,2014
ES-2014-1475385,2014-12-12,Standard Class,NM-18520,Neoma Murray,Consumer,Italy,EU,Technology,106.32,2,34.02,23.38,High,4,Friday,12,December,2014
ES-2014-5269284,2014-12-12,Standard Class,GM-14440,Gary McGarr,Consumer,Italy,EU,"Furniture, Office Supplies",491.3,15,-32.83,44.84,Medium,4,Friday,12,December,2014
MX-2014-157042,2014-12-12,Second Class,LP-17095,Liz Preis,Consumer,Barbados,LATAM,"Furniture, Office Supplies",246.22,6,63.68,33.38,High,2,Friday,12,December,2014
CA-2014-149706,2014-12-12,First Class,AS-10285,Alejandro Savely,Corporate,United States,US,Technology,116.31,7,23.26,21.6,Medium,1,Friday,12,December,2014
TU-2014-260,2014-12-12,Standard Class,KC-16675,Kimberly Carter,Corporate,Turkey,EMEA,Furniture,237.07,4,-142.25,18.22,Medium,4,Friday,12,December,2014
IN-2014-23950,2014-12-12,Second Class,PJ-19015,Pauline Johnson,Consumer,China,APAC,Technology,130.26,2,31.26,14.86,High,4,Friday,12,December,2014
ES-2014-5975016,2014-12-12,Standard Class,BD-11500,Bradley Drucker,Consumer,Italy,EU,Furniture,213.84,2,53.46,11.86,Medium,7,Friday,12,December,2014
CA-2014-100230,2014-12-12,Standard Class,AA-10375,Allen Armold,Consumer,United States,US,"Office Supplies, Technology",149.87,6,42.36,13.33,High,4,Friday,12,December,2014
MX-2014-115700,2014-12-12,Second Class,EB-14170,Evan Bailliet,Consumer,Brazil,LATAM,Furniture,178.56,2,17.84,10.35,Medium,5,Friday,12,December,2014
CA-2014-129581,2014-12-12,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,US,Technology,128.85,3,3.87,10.17,Medium,7,Friday,12,December,2014
IN-2014-69457,2014-12-12,Standard Class,DE-13255,Deanra Eno,Home Office,China,APAC,"Office Supplies, Technology",215.13,6,33.66,13.48,Medium,5,Friday,12,December,2014
IN-2014-12078,2014-12-12,Standard Class,EB-13975,Erica Bern,Corporate,Australia,APAC,Office Supplies,94.28,3,31.37,9.19,Medium,7,Friday,12,December,2014
IT-2014-3263308,2014-12-12,Second Class,TS-11430,Tom Stivers,Corporate,Spain,EU,Office Supplies,29.08,3,-3.23,8.5,Critical,2,Friday,12,December,2014
MX-2014-157567,2014-12-12,Standard Class,AC-10660,Anna Chung,Consumer,Nicaragua,LATAM,"Furniture, Office Supplies",136.16,10,50.48,11.08,Medium,5,Friday,12,December,2014
NI-2014-9730,2014-12-12,Standard Class,AS-10225,Alan Schoenberger,Corporate,Nigeria,Africa,"Furniture, Office Supplies, Technology",164.38,5,-254.93,8.4,Medium,4,Friday,12,December,2014
ID-2014-61169,2014-12-12,Standard Class,EB-13930,Eric Barreto,Consumer,Indonesia,APAC,Office Supplies,80.23,3,-18.23,7.26,Medium,4,Friday,12,December,2014
IR-2014-1540,2014-12-12,First Class,TW-21025,Tamara Willingham,Home Office,Iran,EMEA,Furniture,59.82,1,12.54,6.65,Medium,3,Friday,12,December,2014
ES-2014-4920624,2014-12-12,Standard Class,AS-10285,Alejandro Savely,Corporate,Belgium,EU,"Furniture, Office Supplies",298.29,12,35.67,16.57,High,4,Friday,12,December,2014
IR-2014-3220,2014-12-12,Second Class,KH-16330,Katharine Harms,Corporate,Iran,EMEA,"Office Supplies, Technology",132.15,4,24.03,12.48,Medium,5,Friday,12,December,2014
ID-2014-58264,2014-12-12,Standard Class,MV-17485,Mark Van Huff,Consumer,Vietnam,APAC,Office Supplies,62.25,4,-0.75,5.89,Medium,4,Friday,12,December,2014
ES-2014-5629423,2014-12-12,Second Class,RH-19555,Ritsa Hightower,Consumer,United Kingdom,EU,Office Supplies,59.46,2,15.42,5.73,High,4,Friday,12,December,2014
CA-2014-101798,2014-12-12,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,US,"Office Supplies, Technology",63.34,6,21.47,8.98,High,4,Friday,12,December,2014
IN-2014-71879,2014-12-12,Standard Class,DN-13690,Duane Noonan,Consumer,China,APAC,Office Supplies,409.32,6,175.86,5.36,Medium,5,Friday,12,December,2014
ES-2014-2106732,2014-12-12,Same Day,GH-14425,Gary Hwang,Consumer,United Kingdom,EU,Office Supplies,79.2,3,39.6,5.21,High,0,Friday,12,December,2014
ES-2014-3028437,2014-12-12,Standard Class,Co-12640,Corey-Lock,Consumer,France,EU,Office Supplies,45.36,3,16.29,4.14,Medium,6,Friday,12,December,2014
US-2014-160759,2014-12-12,Standard Class,AI-10855,Arianne Irving,Consumer,United States,US,Furniture,63.69,1,-9.1,2.84,Medium,6,Friday,12,December,2014
ID-2014-26701,2014-12-12,First Class,KB-16405,Katrina Bavinger,Home Office,Philippines,APAC,Office Supplies,10.35,1,-6.96,2.18,Medium,2,Friday,12,December,2014
CA-2014-142776,2014-12-12,Second Class,RS-19870,Roy Skaria,Home Office,United States,US,Office Supplies,12.68,4,6.08,1.39,Medium,3,Friday,12,December,2014
US-2014-125213,2014-12-12,First Class,NB-18655,Nona Balk,Corporate,United States,US,Office Supplies,6.54,3,2.16,0.34,High,2,Friday,12,December,2014
TU-2014-78903,2014-12-12,Standard Class,JJ-15445,Jennifer Jackson,Consumer,Turkey,EMEA,Office Supplies,2.81,1,-1.69,0.33,Low,7,Friday,12,December,2014
